Time (h),Batch ID,Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
175.6,68,24.939,6.5036,297.95
175.8,68,24.969,6.5126,298.32
176.0,68,25.0,6.5183,298.12
176.2,68,25.031,6.5184,297.94
176.4,68,25.062,6.5124,298.09
176.6,68,25.093,6.5045,297.96
176.8,68,25.126,6.4938,297.85
177.0,68,25.159,6.4825,297.92
177.2,68,25.19,6.4761,297.85
177.4,68,25.22,6.4751,297.96
177.6,68,25.249,6.4794,297.86
177.8,68,25.279,6.4834,298.06
178.0,68,25.31,6.4865,297.93
178.2,68,25.342,6.4905,298.25
178.4,68,25.372,6.4978,298.07
178.6,68,25.403,6.5063,297.91
178.8,68,25.433,6.5132,298.04
179.0,68,25.463,6.5167,297.93
179.2,68,25.493,6.5199,298.19
179.4,68,25.523,6.5198,298.05
179.6,68,25.553,6.5177,297.92
179.8,68,25.583,6.5151,298.03
180.0,68,25.614,6.5122,297.93
180.2,68,25.644,6.5102,298.16
180.4,68,25.674,6.5074,298.03
180.6,68,25.704,6.5036,297.91
180.8,68,25.733,6.5004,298.0
181.0,68,25.763,6.4978,297.91
181.2,68,25.794,6.4909,298.11
181.4,68,25.824,6.4871,297.99
181.6,68,25.853,6.4883,297.88
181.8,68,25.883,6.4926,297.96
182.0,68,25.913,6.4987,297.87
182.2,68,25.942,6.5043,298.05
182.4,68,25.97,6.5053,297.93
182.6,68,25.998,6.5061,298.23
182.8,68,26.024,6.5049,298.08
183.0,68,26.05,6.5068,297.94
183.2,68,26.076,6.5114,298.07
183.4,68,26.102,6.5122,297.96
183.6,68,26.128,6.5133,297.87
183.8,68,26.153,6.5103,297.92
184.0,68,26.179,6.5051,297.85
184.2,68,26.205,6.5,297.94
184.4,68,26.229,6.4943,297.88
184.6,68,26.254,6.4887,297.97
184.8,68,26.278,6.484,297.89
185.0,68,26.301,6.4869,298.05
185.2,68,26.323,6.4956,297.94
185.4,68,26.344,6.5078,298.18
185.6,68,26.367,6.5175,298.05
185.8,68,26.391,6.5214,297.93
186.0,68,26.415,6.5199,298.02
186.2,68,26.44,6.5142,297.93
186.4,68,26.467,6.5073,298.12
186.6,68,26.493,6.497,298.0
186.8,68,26.519,6.4867,297.9
187.0,68,26.543,6.4823,297.97
187.2,68,26.569,6.4832,297.89
187.4,68,26.594,6.4863,298.05
187.6,68,26.619,6.4897,297.95
187.8,68,26.645,6.495,298.19
188.0,68,26.67,6.4991,298.07
188.2,68,26.697,6.5003,297.94
188.4,68,26.724,6.4994,298.04
188.6,68,26.751,6.4972,297.94
188.8,68,26.777,6.4962,298.14
189.0,68,26.803,6.4941,298.02
189.2,68,26.83,6.4906,297.91
189.4,68,26.856,6.4929,297.98
189.6,68,26.882,6.4995,297.89
189.8,68,26.907,6.5046,298.04
190.0,68,26.933,6.5097,297.94
190.2,68,26.96,6.5441,298.17
190.4,68,26.989,6.5711,298.05
190.6,68,27.021,6.5687,297.95
190.8,68,27.055,6.5487,298.05
191.0,68,27.091,6.5164,297.98
191.2,68,27.129,6.4821,297.92
191.4,68,27.165,6.4551,297.98
191.6,68,27.201,6.4399,297.93
191.8,68,27.235,6.4397,298.06
192.0,68,27.266,6.4554,297.97
192.2,68,27.296,6.4544,297.9
192.4,68,27.325,6.4635,297.94
192.6,68,27.352,6.4758,297.87
192.8,68,27.378,6.4913,297.95
193.0,68,27.404,6.5067,297.87
193.2,68,27.429,6.5192,298.03
193.4,68,27.455,6.5263,297.92
193.6,68,27.482,6.5317,298.2
193.8,68,27.509,6.5327,298.04
194.0,68,27.538,6.5286,297.91
194.2,68,27.567,6.5181,298.03
194.4,68,27.597,6.5045,297.92
194.6,68,27.627,6.4897,298.18
194.8,68,27.656,6.4752,298.02
195.0,68,27.683,6.4663,297.9
195.2,68,27.709,6.459,298.0
195.4,68,27.735,6.4588,297.89
195.6,68,27.76,6.4591,298.13
195.8,68,27.783,6.4609,297.98
196.0,68,27.803,6.4703,297.86
196.2,68,27.823,6.4826,297.95
196.4,68,27.844,6.4931,297.88
196.6,68,27.864,6.5035,297.99
196.8,68,27.884,6.5118,297.9
197.0,68,27.903,6.5207,298.09
197.2,68,27.923,6.5248,297.96
197.4,68,27.943,6.5298,297.86
197.6,68,27.964,6.5347,297.93
197.8,68,27.987,6.5391,297.86
198.0,68,28.009,6.5382,297.96
198.2,68,28.033,6.535,297.87
198.4,68,28.059,6.5222,298.07
198.6,68,28.084,6.5108,297.95
198.8,68,28.111,6.4979,297.86
199.0,68,28.136,6.4887,297.94
199.2,68,28.161,6.4874,297.88
199.4,68,28.186,6.4896,297.98
199.6,68,28.21,6.4892,297.89
199.8,68,28.233,6.487,298.06
200.0,68,28.255,6.4878,297.94
200.2,68,28.27,6.4897,298.23
200.4,68,28.284,6.4891,298.04
200.6,68,28.296,6.4932,297.89
200.8,68,28.308,6.5015,297.99
201.0,68,28.32,6.507,297.88
201.2,68,28.332,6.5114,298.1
201.4,68,28.344,6.5125,297.95
201.6,68,28.357,6.5104,298.33
201.8,68,28.37,6.5101,298.09
202.0,68,28.384,6.5015,297.91
202.2,68,28.397,6.4958,298.05
202.4,68,28.41,6.4943,297.9
202.6,68,28.423,6.4963,298.2
202.8,68,28.435,6.499,297.99
203.0,68,28.447,6.5019,297.84
203.2,68,28.458,6.5001,297.93
203.4,68,28.47,6.5066,297.86
203.6,68,28.481,6.5068,297.97
203.8,68,28.493,6.5088,297.86
204.0,68,28.505,6.5145,298.08
204.2,68,28.517,6.518,297.91
204.4,68,28.529,6.519,298.28
204.6,68,28.541,6.5178,298.01
204.8,68,28.554,6.5136,297.85
205.0,68,28.567,6.5029,297.94
205.2,68,28.581,6.498,297.86
205.4,68,28.594,6.4916,297.98
205.6,68,28.606,6.4833,297.87
205.8,68,28.618,6.4772,298.08
206.0,68,28.629,6.4744,297.92
206.2,68,28.639,6.4748,298.27
206.4,68,28.648,6.4805,298.05
206.6,68,28.657,6.4898,297.89
206.8,68,28.666,6.5001,298.0
207.0,68,28.675,6.5137,297.87
207.2,68,28.685,6.5286,298.13
207.4,68,28.695,6.5427,297.95
207.6,68,28.707,6.5532,297.83
207.8,68,28.723,6.534,297.91
208.0,68,28.74,6.508,297.83
208.2,68,28.757,6.4828,297.95
208.4,68,28.774,6.4624,297.88
208.6,68,28.79,6.4526,297.98
208.8,68,28.804,6.4525,297.89
209.0,68,28.816,6.4627,298.06
209.2,68,28.828,6.4783,297.93
209.4,68,28.838,6.4965,298.2
209.6,68,28.849,6.5135,298.02
209.8,68,28.86,6.5283,297.88
210.0,68,28.872,6.5372,297.97
210.2,68,28.885,6.569,297.86
210.4,68,28.901,6.5717,298.07
210.6,68,28.919,6.5551,297.93
210.8,68,28.937,6.5301,298.27
211.0,68,28.956,6.4986,298.08
211.2,68,28.975,6.4699,297.92
211.4,68,28.993,6.4524,298.06
211.6,68,29.009,6.4493,297.92
211.8,68,29.023,6.4605,298.21
212.0,68,29.035,6.4817,298.02
212.2,68,29.047,6.4796,297.88
212.4,68,29.059,6.4823,297.97
212.6,68,29.07,6.4861,297.86
212.8,68,29.08,6.492,298.1
213.0,68,29.09,6.4972,297.94
213.2,68,29.1,6.503,298.36
213.4,68,29.11,6.5086,298.13
213.6,68,29.12,6.5148,297.94
213.8,68,29.131,6.5182,298.11
214.0,68,29.142,6.5191,297.96
214.2,68,29.154,6.5152,297.85
214.4,68,29.166,6.5087,297.93
214.6,68,29.178,6.5023,297.86
214.8,68,29.191,6.4953,297.97
215.0,68,29.203,6.4909,297.88
215.2,68,29.215,6.4879,298.08
215.4,68,29.226,6.4881,297.94
215.6,68,29.237,6.4925,298.28
215.8,68,29.247,6.5021,298.08
216.0,68,29.257,6.5094,297.92
216.2,68,29.267,6.5173,298.04
216.4,68,29.278,6.521,297.92
216.6,68,29.289,6.5219,298.18
216.8,68,29.302,6.5182,298.02
217.0,68,29.315,6.509,297.88
217.2,68,29.328,6.499,297.98
217.4,68,29.34,6.4898,297.87
217.6,68,29.353,6.4839,298.1
217.8,68,29.364,6.4851,297.96
218.0,68,29.376,6.4913,297.84
218.2,68,29.386,6.5012,297.93
218.4,68,29.396,6.5111,297.86
218.6,68,29.406,6.5212,297.97
218.8,68,29.416,6.526,297.88
219.0,68,29.427,6.5215,298.08
219.2,68,29.438,6.5122,297.94
219.4,68,29.449,6.5014,298.27
219.6,68,29.459,6.4899,298.08
219.8,68,29.471,6.4821,297.92
220.0,68,29.481,6.4791,298.04
220.2,68,29.49,6.4824,297.92
220.4,68,29.499,6.4891,298.17
220.6,68,29.507,6.4959,298.01
220.8,68,29.514,6.5028,297.88
221.0,68,29.522,6.5071,297.96
221.2,68,29.531,6.5098,297.86
221.4,68,29.539,6.5099,298.06
221.6,68,29.546,6.5065,297.92
221.8,68,29.553,6.5035,298.26
222.0,68,29.559,6.4999,298.05
222.2,68,29.564,6.4984,297.89
222.4,68,29.57,6.4955,298.0
222.6,68,29.577,6.4952,297.87
222.8,68,29.583,6.4988,298.13
223.0,68,29.588,6.5026,297.95
223.2,68,29.595,6.5079,297.82
223.4,68,29.601,6.514,297.9
223.6,68,29.607,6.5152,297.83
223.8,68,29.614,6.5113,297.95
224.0,68,29.62,6.505,297.84
224.2,68,29.627,6.4997,298.06
224.4,68,29.633,6.4969,297.9
224.6,68,29.639,6.4978,298.27
224.8,68,29.645,6.4994,298.01
225.0,68,29.651,6.4986,297.84
225.2,68,29.658,6.4976,297.94
225.4,68,29.665,6.4984,297.86
225.6,68,29.672,6.5018,297.98
225.8,68,29.678,6.5053,297.87
226.0,68,29.683,6.508,298.08
226.2,68,29.689,6.5092,297.91
226.4,68,29.694,6.5087,298.27
226.6,68,29.698,6.5053,298.01
226.8,68,29.703,6.5001,297.84
227.0,68,29.708,6.4952,297.93
227.2,68,29.712,6.4934,297.85
227.4,68,29.715,6.4938,297.97
227.6,68,29.718,6.4965,297.86
227.8,68,29.722,6.5007,298.06
228.0,68,29.725,6.5048,297.91
228.2,68,29.727,6.5087,298.24
228.4,68,29.73,6.5093,298.03
228.6,68,29.734,6.5085,297.87
228.8,68,29.738,6.5068,297.98
229.0,68,29.743,6.5025,297.85
229.2,68,29.749,6.4948,298.09
229.4,68,29.754,6.4894,297.92
229.6,68,29.759,6.4859,298.32
229.8,68,29.763,6.4871,298.07
230.0,68,29.767,6.492,297.88
0.2,69,0.001,6.4976,297.61
0.4,69,0.00099953,6.4819,297.86
0.6,69,0.00099904,6.4773,297.84
0.8,69,0.0009985,6.4857,298.18
1.0,69,0.00099794,6.5024,298.05
1.2,69,0.00099739,6.5191,297.94
1.4,69,0.00099686,6.5258,298.18
1.6,69,0.00099637,6.5159,298.05
1.8,69,0.00099589,6.4972,297.96
2.0,69,0.00099541,6.4815,297.91
2.2,69,0.00099491,6.4764,298.05
2.4,69,0.00099436,6.486,297.99
2.6,69,0.0009938,6.5045,297.95
2.8,69,0.00099325,6.5185,298.1
3.0,69,0.00099272,6.5221,298.05
3.2,69,0.00099219,6.5125,298.01
3.4,69,0.00099168,6.4962,297.98
3.6,69,0.00099116,6.4826,297.97
3.8,69,0.00099061,6.479,297.97
4.0,69,0.00099004,6.4858,297.97
4.2,69,0.00098944,6.4987,297.98
4.4,69,0.00098885,6.5122,297.98
4.6,69,0.00098827,6.5205,298.0
4.8,69,0.00098771,6.5165,298.01
5.0,69,0.00098718,6.5047,298.02
5.2,69,0.00098666,6.4907,298.03
5.4,69,0.00098613,6.4818,298.04
5.6,69,0.00098558,6.4833,298.05
5.8,69,0.00098499,6.4931,298.06
6.0,69,0.0009844,6.5052,298.06
6.2,69,0.00098382,6.5171,298.07
6.4,69,0.00098326,6.5193,298.08
6.6,69,0.00098272,6.511,298.09
6.8,69,0.00098219,6.4967,298.09
7.0,69,0.00098166,6.4849,298.09
7.2,69,0.00098111,6.4814,298.1
7.4,69,0.00098053,6.4875,298.09
7.6,69,0.00097993,6.4988,298.09
7.8,69,0.00097932,6.5102,298.09
8.0,69,0.00097874,6.5164,298.09
8.2,69,0.00097817,6.514,298.09
8.4,69,0.00097762,6.5034,298.1
8.6,69,0.00097707,6.491,298.11
8.8,69,0.00097651,6.4843,298.12
9.0,69,0.00097592,6.4853,298.13
9.2,69,0.00097531,6.4924,298.15
9.4,69,0.0009747,6.5023,298.16
9.6,69,0.00097408,6.5081,298.17
9.8,69,0.00097347,6.5086,298.18
10.0,69,0.00097287,6.5046,298.19
10.2,69,0.00097228,6.4969,298.2
10.4,69,0.00097168,6.4886,298.2
10.6,69,0.00097106,6.4822,298.2
10.8,69,0.00097042,6.4809,298.21
11.0,69,0.00096975,6.4839,298.21
11.2,69,0.00096906,6.4861,298.2
11.4,69,0.00096835,6.49,298.2
11.6,69,0.00096762,6.4935,298.22
11.8,69,0.00096688,6.4959,298.24
12.0,69,0.00096614,6.4961,298.27
12.2,69,0.00096534,6.4971,298.28
12.4,69,0.00096453,6.5049,298.26
12.6,69,0.00096374,6.5328,298.14
12.8,69,0.00096299,6.5616,298.03
13.0,69,0.00096236,6.5625,297.98
13.2,69,0.0009618,6.5368,297.95
13.4,69,0.00096126,6.4939,298.86
13.6,69,0.00096071,6.4594,298.7
13.8,69,0.0009601,6.4503,298.52
14.0,69,0.00095943,6.4671,298.4
14.2,69,0.00095872,6.4951,298.3
14.4,69,0.00095802,6.5226,298.2
14.6,69,0.00095734,6.5439,298.15
14.8,69,0.00095674,6.5471,298.11
15.0,69,0.00095621,6.5229,298.09
15.2,69,0.00095574,6.4878,298.08
15.4,69,0.00095531,6.4633,298.07
15.6,69,0.00095507,6.4606,298.06
15.8,69,0.00095494,6.4777,298.03
16.0,69,0.00095509,6.502,297.99
16.2,69,0.00095427,6.503,298.06
16.4,69,0.00095344,6.4988,298.11
16.6,69,0.00095261,6.4955,298.15
16.8,69,0.00095177,6.4948,298.17
17.0,69,0.00095092,6.4952,298.2
17.2,69,0.00095006,6.4948,298.22
17.4,69,0.0009492,6.4967,298.22
17.6,69,0.00094833,6.4993,298.22
17.8,69,0.00094746,6.5035,298.17
18.0,69,0.0009466,6.5075,298.11
18.2,69,0.00094574,6.51,298.07
18.4,69,0.0009449,6.5105,298.03
18.6,69,0.00094408,6.5092,298.01
18.8,69,0.00094326,6.5051,298.01
19.0,69,0.00094246,6.4998,297.98
19.2,69,0.00094165,6.495,297.96
19.4,69,0.00094083,6.492,297.97
19.6,69,0.00094,6.4923,297.98
19.8,69,0.00093916,6.4943,298.0
20.0,69,0.00093831,6.4983,298.0
20.2,69,0.00093722,6.4763,298.11
20.4,69,0.00093609,6.4567,298.19
20.6,69,0.00093491,6.4459,298.24
20.8,69,0.00093365,6.4398,298.23
21.0,69,0.00093232,6.4367,298.2
21.2,69,0.00093091,6.4357,298.17
21.4,69,0.00092942,6.4353,298.15
21.6,69,0.00092786,6.4359,298.11
21.8,69,0.00092627,6.4376,298.1
22.0,69,0.0009247,6.4399,298.1
22.2,69,0.00092312,6.4416,298.06
22.4,69,0.00092156,6.4443,298.04
22.6,69,0.00091999,6.447,298.02
22.8,69,0.00091843,6.4497,298.01
23.0,69,0.00091688,6.451,298.01
23.2,69,0.00091532,6.4519,298.02
23.4,69,0.00091377,6.453,298.04
23.6,69,0.00091222,6.4542,298.04
23.8,69,0.00091067,6.4548,298.04
24.0,69,0.00090912,6.4553,298.03
24.2,69,0.020591,6.4941,297.73
24.4,69,0.04248,6.5306,299.35
24.6,69,0.064296,6.5629,298.74
24.8,69,0.086372,6.5857,298.27
25.0,69,0.10891,6.5846,297.96
25.2,69,0.13176,6.5576,297.77
25.4,69,0.1549,6.5149,298.76
25.6,69,0.17832,6.4737,298.44
25.8,69,0.20199,6.4487,298.13
26.0,69,0.22601,6.4475,297.94
26.2,69,0.25031,6.4658,298.71
26.4,69,0.27492,6.4909,298.46
26.6,69,0.29983,6.5155,298.25
26.8,69,0.32489,6.5369,298.1
27.0,69,0.35018,6.549,298.0
27.2,69,0.37564,6.5436,297.95
27.4,69,0.40151,6.5197,298.52
27.6,69,0.42763,6.4896,298.36
27.8,69,0.45396,6.4668,298.23
28.0,69,0.48019,6.4598,298.12
28.2,69,0.50529,6.4672,298.05
28.4,69,0.53076,6.4855,298.0
28.6,69,0.55638,6.5056,297.98
28.8,69,0.58208,6.5231,297.98
29.0,69,0.60783,6.534,297.97
29.2,69,0.63354,6.5353,297.97
29.4,69,0.659,6.521,297.98
29.6,69,0.68485,6.4982,297.99
29.8,69,0.71083,6.4768,297.99
30.0,69,0.73704,6.4681,297.99
30.2,69,0.76349,6.4706,297.99
30.4,69,0.79019,6.479,297.99
30.6,69,0.81709,6.4962,297.99
30.8,69,0.84436,6.512,297.99
31.0,69,0.87158,6.5233,297.99
31.2,69,0.89881,6.5262,298.0
31.4,69,0.92613,6.5218,298.01
31.6,69,0.95388,6.512,298.01
31.8,69,0.9818,6.4986,298.0
32.0,69,1.0098,6.4844,297.99
32.2,69,1.0368,6.4769,298.01
32.4,69,1.0638,6.4752,298.01
32.6,69,1.0911,6.4832,298.01
32.8,69,1.1184,6.4935,298.01
33.0,69,1.1458,6.5025,298.01
33.2,69,1.1732,6.5094,298.02
33.4,69,1.2013,6.5128,298.01
33.6,69,1.2293,6.515,298.01
33.8,69,1.2576,6.5113,298.02
34.0,69,1.2862,6.5073,298.03
34.2,69,1.3155,6.503,298.04
34.4,69,1.3449,6.4954,298.04
34.6,69,1.3747,6.4881,298.04
34.8,69,1.405,6.4815,298.03
35.0,69,1.4355,6.4743,298.03
35.2,69,1.466,6.4722,298.03
35.4,69,1.4965,6.4779,298.02
35.6,69,1.5274,6.4915,298.01
35.8,69,1.5581,6.5073,298.02
36.0,69,1.589,6.5201,298.04
36.2,69,1.6193,6.5295,298.05
36.4,69,1.6496,6.5355,298.05
36.6,69,1.6806,6.5342,298.05
36.8,69,1.7112,6.523,298.06
37.0,69,1.7419,6.5051,298.06
37.2,69,1.7727,6.4889,298.06
37.4,69,1.8039,6.4794,298.06
37.6,69,1.8353,6.4775,298.05
37.8,69,1.8664,6.4808,298.04
38.0,69,1.8981,6.4873,298.03
38.2,69,1.93,6.4968,298.01
38.4,69,1.9619,6.5065,298.02
38.6,69,1.9945,6.5129,298.02
38.8,69,2.0274,6.517,298.02
39.0,69,2.0604,6.5187,298.01
39.2,69,2.0933,6.5122,297.99
39.4,69,2.1265,6.503,297.98
39.6,69,2.16,6.4931,297.97
39.8,69,2.1938,6.4879,297.98
40.0,69,2.2275,6.4864,297.98
40.2,69,2.2606,6.4867,297.98
40.4,69,2.2941,6.4902,297.99
40.6,69,2.3281,6.4957,298.0
40.8,69,2.3628,6.5007,298.0
41.0,69,2.3977,6.5008,298.0
41.2,69,2.4328,6.5037,298.0
41.4,69,2.4678,6.5077,298.0
41.6,69,2.5032,6.5113,298.01
41.8,69,2.5388,6.5129,298.03
42.0,69,2.5743,6.5143,298.05
42.2,69,2.61,6.5131,298.06
42.4,69,2.6461,6.5093,298.04
42.6,69,2.6826,6.5013,298.03
42.8,69,2.719,6.492,298.01
43.0,69,2.7557,6.484,298.0
43.2,69,2.7925,6.482,297.98
43.4,69,2.829,6.4911,297.97
43.6,69,2.8655,6.5006,297.96
43.8,69,2.9019,6.5097,297.97
44.0,69,2.9385,6.5142,297.96
44.2,69,2.9745,6.5133,297.98
44.4,69,3.0106,6.5105,297.99
44.6,69,3.0467,6.5078,297.99
44.8,69,3.0826,6.5012,298.0
45.0,69,3.1184,6.4985,298.02
45.2,69,3.1545,6.4981,298.03
45.4,69,3.191,6.4977,298.03
45.6,69,3.2279,6.4943,298.04
45.8,69,3.2651,6.4906,298.03
46.0,69,3.3024,6.4887,298.03
46.2,69,3.3398,6.488,298.03
46.4,69,3.3776,6.4904,298.04
46.6,69,3.4157,6.4949,298.04
46.8,69,3.4538,6.4996,298.04
47.0,69,3.492,6.5026,298.04
47.2,69,3.5302,6.5052,298.03
47.4,69,3.5688,6.5071,298.02
47.6,69,3.6076,6.5055,298.01
47.8,69,3.6465,6.5066,298.02
48.0,69,3.6857,6.509,298.01
48.2,69,3.7246,6.5079,298.0
48.4,69,3.7638,6.5065,298.01
48.6,69,3.8031,6.5047,298.01
48.8,69,3.8425,6.4992,298.01
49.0,69,3.8823,6.4942,298.01
49.2,69,3.9223,6.4943,297.98
49.4,69,3.9624,6.4946,297.96
49.6,69,4.0027,6.497,297.94
49.8,69,4.0431,6.5017,298.52
50.0,69,4.0834,6.5066,298.42
50.2,69,4.1174,6.5065,298.18
50.4,69,4.1517,6.5062,298.03
50.6,69,4.186,6.5036,297.94
50.8,69,4.2202,6.4996,298.29
51.0,69,4.2545,6.4977,298.17
51.2,69,4.2886,6.4962,298.08
51.4,69,4.3229,6.4976,297.99
51.6,69,4.3572,6.5004,297.94
51.8,69,4.3919,6.5036,298.19
52.0,69,4.4267,6.5033,298.11
52.2,69,4.4613,6.5001,298.05
52.4,69,4.4962,6.4951,298.0
52.6,69,4.5312,6.4927,297.97
52.8,69,4.5662,6.4922,297.96
53.0,69,4.6013,6.4936,297.95
53.2,69,4.6364,6.4955,297.96
53.4,69,4.672,6.4994,297.95
53.6,69,4.7078,6.5047,297.95
53.8,69,4.7434,6.5077,297.95
54.0,69,4.7791,6.511,297.96
54.2,69,4.8147,6.5124,297.96
54.4,69,4.8504,6.5112,297.96
54.6,69,4.8862,6.5101,297.97
54.8,69,4.922,6.509,297.97
55.0,69,4.958,6.5072,297.98
55.2,69,4.994,6.5053,297.99
55.4,69,5.0296,6.5018,297.99
55.6,69,5.0655,6.4969,298.0
55.8,69,5.1014,6.495,298.0
56.0,69,5.1373,6.4947,298.0
56.2,69,5.1729,6.4935,298.02
56.4,69,5.2088,6.4947,298.02
56.6,69,5.2449,6.4972,298.01
56.8,69,5.2812,6.4999,298.01
57.0,69,5.3178,6.5014,298.0
57.2,69,5.3545,6.5034,298.0
57.4,69,5.3913,6.5061,297.99
57.6,69,5.428,6.5076,297.99
57.8,69,5.4647,6.509,298.0
58.0,69,5.5011,6.5094,298.0
58.2,69,5.5378,6.5087,298.0
58.4,69,5.5748,6.507,297.99
58.6,69,5.6118,6.5058,297.98
58.8,69,5.649,6.5023,297.98
59.0,69,5.6859,6.4987,297.98
59.2,69,5.7229,6.4968,297.98
59.4,69,5.7596,6.4963,297.98
59.6,69,5.7963,6.4975,297.97
59.8,69,5.833,6.4981,297.97
60.0,69,5.8701,6.4972,297.98
60.2,69,5.9066,6.4954,297.99
60.4,69,5.943,6.4957,298.0
60.6,69,5.9796,6.4971,297.99
60.8,69,6.0162,6.5002,297.99
61.0,69,6.0528,6.503,297.99
61.2,69,6.0892,6.5062,297.99
61.4,69,6.1262,6.509,297.99
61.6,69,6.1637,6.5123,297.98
61.8,69,6.2015,6.5121,297.98
62.0,69,6.2392,6.5105,297.98
62.2,69,6.2769,6.5074,297.98
62.4,69,6.3144,6.502,297.98
62.6,69,6.3522,6.4954,297.98
62.8,69,6.3896,6.4927,297.98
63.0,69,6.427,6.4878,297.98
63.2,69,6.4637,6.4892,297.98
63.4,69,6.4999,6.494,297.97
63.6,69,6.5363,6.4996,297.97
63.8,69,6.5724,6.5056,297.97
64.0,69,6.6085,6.5082,297.97
64.2,69,6.6449,6.5095,297.97
64.4,69,6.6813,6.508,297.97
64.6,69,6.7181,6.504,297.97
64.8,69,6.7547,6.5003,297.98
65.0,69,6.7915,6.4978,297.98
65.2,69,6.8281,6.499,297.98
65.4,69,6.8647,6.5004,297.98
65.6,69,6.9016,6.5006,297.99
65.8,69,6.9384,6.5003,298.0
66.0,69,6.975,6.5012,298.0
66.2,69,7.0116,6.5029,298.0
66.4,69,7.0477,6.5038,298.0
66.6,69,7.0835,6.5034,298.0
66.8,69,7.1194,6.4998,298.0
67.0,69,7.155,6.4953,297.99
67.2,69,7.1908,6.4913,297.99
67.4,69,7.2265,6.4909,297.99
67.6,69,7.2621,6.4932,297.99
67.8,69,7.2977,6.4954,297.99
68.0,69,7.3336,6.4978,297.99
68.2,69,7.3696,6.4994,298.0
68.4,69,7.4058,6.5015,297.99
68.6,69,7.442,6.502,297.99
68.8,69,7.4783,6.5009,297.99
69.0,69,7.5149,6.5002,297.99
69.2,69,7.5516,6.4992,297.99
69.4,69,7.5882,6.4996,297.99
69.6,69,7.6247,6.5006,297.99
69.8,69,7.6616,6.5006,297.99
70.0,69,7.6985,6.5022,297.99
70.2,69,7.7356,6.5031,297.99
70.4,69,7.7727,6.5026,297.99
70.6,69,7.8097,6.5027,297.99
70.8,69,7.847,6.5015,298.0
71.0,69,7.884,6.5015,298.0
71.2,69,7.9213,6.5027,298.0
71.4,69,7.9585,6.5026,298.0
71.6,69,7.9959,6.5026,298.0
71.8,69,8.0332,6.5024,298.0
72.0,69,8.0696,6.5036,298.0
72.2,69,8.1065,6.5043,298.0
72.4,69,8.1428,6.5057,298.0
72.6,69,8.179,6.5066,298.0
72.8,69,8.2157,6.5075,298.0
73.0,69,8.252,6.5074,297.99
73.2,69,8.2886,6.5078,297.99
73.4,69,8.3253,6.5075,297.98
73.6,69,8.3618,6.5062,297.98
73.8,69,8.3979,6.5047,297.97
74.0,69,8.4337,6.504,297.96
74.2,69,8.4689,6.5017,297.94
74.4,69,8.5043,6.5014,297.96
74.6,69,8.5395,6.5023,297.95
74.8,69,8.574,6.504,297.99
75.0,69,8.6087,6.5049,297.97
75.2,69,8.6529,6.5086,298.03
75.4,69,8.697,6.511,298.08
75.6,69,8.7415,6.5082,298.11
75.8,69,8.7864,6.5037,298.14
76.0,69,8.8314,6.4977,298.16
76.2,69,8.8798,6.4848,298.2
76.4,69,8.9279,6.4745,298.23
76.6,69,8.9756,6.4675,298.24
76.8,69,9.0233,6.4659,298.25
77.0,69,9.071,6.4688,298.24
77.2,69,9.1183,6.4745,298.23
77.4,69,9.1652,6.4829,298.2
77.6,69,9.2117,6.4909,298.16
77.8,69,9.2578,6.4977,298.12
78.0,69,9.3039,6.5021,298.09
78.2,69,9.3503,6.5043,298.06
78.4,69,9.3963,6.506,298.03
78.6,69,9.4426,6.5039,298.01
78.8,69,9.4884,6.501,298.0
79.0,69,9.5344,6.4964,297.98
79.2,69,9.5797,6.4963,297.97
79.4,69,9.6249,6.4955,297.96
79.6,69,9.6698,6.4949,297.95
79.8,69,9.7149,6.4936,298.26
80.0,69,9.7599,6.4925,298.24
80.2,69,9.7967,6.5045,298.14
80.4,69,9.8332,6.5128,298.05
80.6,69,9.8698,6.5205,297.99
80.8,69,9.9064,6.5277,297.95
81.0,69,9.9427,6.5329,298.13
81.2,69,9.9797,6.5301,298.09
81.4,69,10.017,6.5196,298.04
81.6,69,10.054,6.5068,298.0
81.8,69,10.091,6.4939,297.97
82.0,69,10.128,6.4824,297.96
82.2,69,10.164,6.4743,297.94
82.4,69,10.201,6.4698,298.05
82.6,69,10.237,6.4678,298.03
82.8,69,10.273,6.4673,298.0
83.0,69,10.308,6.466,297.98
83.2,69,10.343,6.4674,297.97
83.4,69,10.378,6.4752,297.96
83.6,69,10.414,6.4855,297.95
83.8,69,10.449,6.4984,297.95
84.0,69,10.485,6.506,297.95
84.2,69,10.521,6.5101,297.96
84.4,69,10.558,6.5058,297.96
84.6,69,10.594,6.4963,297.97
84.8,69,10.63,6.4922,297.97
85.0,69,10.666,6.4941,297.97
85.2,69,10.702,6.4937,297.97
85.4,69,10.737,6.4926,297.97
85.6,69,10.773,6.4894,297.98
85.8,69,10.809,6.4867,297.98
86.0,69,10.844,6.4738,297.98
86.2,69,10.88,6.4705,297.98
86.4,69,10.916,6.4698,297.98
86.6,69,10.953,6.4627,297.99
86.8,69,10.989,6.4535,297.99
87.0,69,11.025,6.4447,297.99
87.2,69,11.062,6.4266,297.99
87.4,69,11.098,6.4057,297.99
87.6,69,11.135,6.3871,298.0
87.8,69,11.171,6.3698,298.0
